dataset_name,filter_name,image_difference_mean,image_difference_median,image_difference_std,saliency_divergence_mean,saliency_divergence_median,saliency_divergence_std,saliency_divergence_log_mean,saliency_divergence_log_median,saliency_divergence_log_std,divergence_per_difference_mean,divergence_per_difference_median,divergence_per_difference_std,divergence_per_difference_log_mean,divergence_per_difference_log_median,divergence_per_difference_log_std,base_information_gain_mean,base_information_gain_median,base_information_gain_std,base_information_gain_log_mean,base_information_gain_log_median,base_information_gain_log_std,filtered_information_gain_mean,filtered_information_gain_median,filtered_information_gain_std,filtered_information_gain_log_mean,filtered_information_gain_log_median,filtered_information_gain_log_std,information_asymmetry_mean,information_asymmetry_median,information_asymmetry_std,information_asymmetry_log_mean,information_asymmetry_log_median,information_asymmetry_log_std,information_asymmetry_per_difference_mean,information_asymmetry_per_difference_median,information_asymmetry_per_difference_std,information_asymmetry_per_difference_log_mean,information_asymmetry_per_difference_log_median,information_asymmetry_per_difference_log_std 
general,perlin_noise_1,41.36999610188762,38.977345360649956,13.971971921391102,1.1605916066817171e-08,8.718113620150547e-09,1.0327554591439333e-08,2.1530930104886152e-06,5.104085487004158e-07,6.846377774448514e-06,2.8990274777204217e-10,2.2265239391641056e-10,2.524937903698311e-10,5.443027122845842e-08,1.2776227803781962e-08,1.7989146117124252e-07,2.180545230663427e-06,2.100872384137073e-06,6.833974295937729e-07,1.053403111013305e-05,1.0482040791315684e-05,1.8004859324397907e-06,2.1733187113158076e-06,2.0887686051608746e-06,6.804380581348384e-07,1.0518291685840183e-05,1.0434696340014854e-05,1.8072681616638962e-06,-7.2265193476196014e-09,-6.013638327242868e-09,4.257258748642578e-08,-1.5739424292865985e-08,-7.891414504895952e-09,5.570403012519639e-07,-1.8308993536517329e-10,-1.4583472056416296e-10,1.0708388143299159e-09,-3.546020137288415e-10,-1.96468434634414e-10,1.420914790964651e-08
general,perlin_noise_10,112.1453715385502,114.71103729470804,8.596230623391255,2.2828726555381515e-07,1.8698960797525202e-07,1.6187097574882045e-07,5.798088835589226e-05,2.335372708542738e-05,7.130905581240193e-05,2.0473724618167057e-09,1.6702193545898737e-09,1.4577117521716974e-09,5.251117697935579e-07,2.0838998849749436e-07,6.649473361373871e-07,2.180545230663427e-06,2.100872384137073e-06,6.833974295937729e-07,1.053403111013305e-05,1.0482040791315684e-05,1.8004859324397907e-06,1.8836215166009154e-06,1.7996001985562042e-06,5.802749796395221e-07,1.0332114915209422e-05,1.021924648076948e-05,1.7632245678775244e-06,-2.9692371406251173e-07,-2.4800388531957283e-07,3.3213560757101493e-07,-2.0191619492362662e-07,-1.3322064130760983e-07,1.3957109668486616e-06,-2.6447449132076466e-09,-2.2133433041236657e-09,2.9576856516443554e-09,-1.8616909852418742e-09,-1.1812762251538539e-09,1.27888584132993e-08
general,perlin_noise_2,102.2878391489457,103.71182970351391,9.04125927811144,2.8769621671279057e-08,2.2084333120213766e-08,2.347191055994897e-08,8.470917266763281e-06,1.5320906721805967e-06,2.132712976653016e-05,2.8347232330857857e-10,2.1719422660197627e-10,2.3604769845535076e-10,8.359915868611373e-08,1.5241394328205104e-08,2.124402151222239e-07,2.180545230663427e-06,2.100872384137073e-06,6.833974295937729e-07,1.053403111013305e-05,1.0482040791315684e-05,1.8004859324397907e-06,2.1572352908707717e-06,2.072825770738986e-06,6.702666932687475e-07,1.055437712778291e-05,1.0512073112017353e-05,1.7929030449278268e-06,-2.330993979265535e-08,-2.2418922200965785e-08,8.426690802925957e-08,2.0346017649859716e-08,3.9279727091930637e-10,7.968749871850732e-07,-2.2940522051522394e-10,-2.2270876710015634e-10,8.468614901227995e-10,1.8482622767909416e-10,3.9352305222097375e-12,7.824617982262992e-09
general,perlin_noise_3,109.11712672112775,111.34958012898763,8.701817253938357,5.237758662602687e-08,4.0747593222856606e-08,4.5807044006542623e-08,1.6271062953930714e-05,3.0292824760679743e-06,3.587085843644588e-05,4.817719571107051e-10,3.760465239142392e-10,4.1994918131512867e-10,1.4941893366365692e-07,2.8319552382189314e-08,3.3102197318653494e-07,2.180545230663427e-06,2.100872384137073e-06,6.833974295937729e-07,1.053403111013305e-05,1.0482040791315684e-05,1.8004859324397907e-06,2.1279274519478686e-06,2.0510642965399456e-06,6.620052381106427e-07,1.0524160170993737e-05,1.0475472322498062e-05,1.7374114449501542e-06,-5.2617778715558787e-08,-4.6964986654340336e-08,1.3316866751656207e-07,-9.87093913931224e-09,-2.6117561082106416e-08,8.997852122210096e-07,-4.782897081224154e-10,-4.332690274072539e-10,1.2249242237434732e-09,-9.207413189450666e-11,-2.358480621142255e-10,8.280752558976835e-09
general,perlin_noise_4,110.583250018996,112.77643867816617,8.717518209930004,7.629845346133234e-08,6.065753774013747e-08,6.050238333121565e-08,2.278850544548841e-05,5.325068963661929e-06,4.117109720030723e-05,6.926395760441533e-10,5.467541798737325e-10,5.46286110642452e-10,2.0677177238582672e-07,4.8389281231621064e-08,3.720507405094925e-07,2.180545230663427e-06,2.100872384137073e-06,6.833974295937729e-07,1.053403111013305e-05,1.0482040791315684e-05,1.8004859324397907e-06,2.0897788592627555e-06,2.0098601521273005e-06,6.523710905809451e-07,1.0532737934915258e-05,1.039963834016897e-05,1.7556671408383835e-06,-9.076637140067176e-08,-7.669074569414841e-08,1.6775812866945395e-07,-1.293175217790716e-09,-2.2583481713123082e-08,1.0359393827323962e-06,-8.157369799865495e-10,-6.860710162308776e-10,1.5289879454007675e-09,3.200437148557009e-11,-2.0208193530598827e-10,9.621740583329118e-09
general,perlin_noise_5,114.45854707974773,116.80482143825955,8.94674262558136,1.0233597227438666e-07,8.166929503562668e-08,7.769900130363168e-08,3.121171504885863e-05,8.140541911663762e-06,4.983803126262298e-05,8.976685408114211e-10,7.191970313200641e-10,6.786619608156897e-10,2.7469532462162226e-07,7.067175561262798e-08,4.388625323193114e-07,2.180545230663427e-06,2.100872384137073e-06,6.833974295937729e-07,1.053403111013305e-05,1.0482040791315684e-05,1.8004859324397907e-06,2.051163897030195e-06,1.9672756952145118e-06,6.377925692251486e-07,1.0515849947849398e-05,1.03736911987062e-05,1.7576199527602492e-06,-1.2938133363323178e-07,-1.0764518986499805e-07,2.0287255569319897e-07,-1.8181162283650265e-08,-2.1496588434502105e-08,1.1156370590160195e-06,-1.123314604166809e-09,-9.462675771817721e-10,1.7741024514984398e-09,-1.4540768834168202e-10,-1.8286840643178475e-10,9.854456749218059e-09
general,perlin_noise_6,114.49322304727413,117.1079692071684,8.84687880457495,1.3044807701985812e-07,1.0491734536456538e-07,9.809658169529115e-08,3.8223943029247556e-05,1.1080386800891773e-05,5.780138479433263e-05,1.143932533855455e-09,9.220046545679684e-10,8.587401030015179e-10,3.354585795768193e-07,9.796462362988301e-08,5.064329656788298e-07,2.180545230663427e-06,2.100872384137073e-06,6.833974295937729e-07,1.053403111013305e-05,1.0482040791315684e-05,1.8004859324397907e-06,2.015965017186172e-06,1.928428288048763e-06,6.286192920994901e-07,1.0501337633340819e-05,1.0406863845873287e-05,1.7142604242644147e-06,-1.6458021347725551e-07,-1.3817142818877158e-07,2.2686612373090374e-07,-3.269347679223019e-08,-1.7443319691020647e-08,1.1585768942626887e-06,-1.4240000194045705e-09,-1.2350785541927653e-09,1.991394568510822e-09,-2.947356669729983e-10,-1.4930609476087566e-10,1.035007231782904e-08
general,perlin_noise_7,113.34400261994169,115.90951665242513,8.720741006853878,1.5201903599145662e-07,1.2285002978462445e-07,1.142819973825632e-07,4.348814781544323e-05,1.2844320266353174e-05,6.212709102602119e-05,1.3458602536976016e-09,1.081384290004595e-09,1.0037194538372019e-09,3.8425852793450247e-07,1.1448327251802643e-07,5.48861420585338e-07,2.180545230663427e-06,2.100872384137073e-06,6.833974295937729e-07,1.053403111013305e-05,1.0482040791315684e-05,1.8004859324397907e-06,1.9774109306956423e-06,1.8949191886109447e-06,6.06857463951851e-07,1.0452225456621982e-05,1.0337212649029773e-05,1.6926422792410188e-06,-2.0313429996778464e-07,-1.6683743748261015e-07,2.6271458426571234e-07,-8.180565351106655e-08,-6.627927740288932e-08,1.1811286294175576e-06,-1.792645370044818e-09,-1.4959603187646437e-09,2.3082613255963576e-09,-7.198820660805955e-10,-5.692701136511739e-10,1.052340569399582e-08
general,perlin_noise_8,112.06128487224575,114.71680780489659,8.584583605308774,1.7658104083021156e-07,1.3961887980463361e-07,1.2842014197161086e-07,4.787539175900288e-05,1.718826391815712e-05,6.413399486224447e-05,1.5824426681297344e-09,1.2642739550903756e-09,1.147527431296066e-09,4.3156035366082116e-07,1.5348623237089209e-07,5.824426120999227e-07,2.180545230663427e-06,2.100872384137073e-06,6.833974295937729e-07,1.053403111013305e-05,1.0482040791315684e-05,1.8004859324397907e-06,1.9512935036390403e-06,1.8650911279125578e-06,6.060851138431129e-07,1.0428301854427749e-05,1.0271898776884166e-05,1.7636163556480703e-06,-2.2925172702438701e-07,-1.949610902513148e-07,2.820212620613472e-07,-1.0572925570530053e-07,-6.832410963997992e-08,1.2516019295206262e-06,-2.032232868455085e-09,-1.7543424038244788e-09,2.5273650897372076e-09,-1.0258084469141737e-09,-6.02562715137153e-10,1.1562157934375076e-08
general,perlin_noise_9,111.91047762260348,114.5197962420693,8.576173923566698,2.0589108160012618e-07,1.6368469052987008e-07,1.542299260608605e-07,5.447715747830359e-05,1.9821753320775336e-05,7.020061294347512e-05,1.8481701450814016e-09,1.4606519272068187e-09,1.3809869644906723e-09,4.938166480053799e-07,1.7670344056521158e-07,6.495006322254631e-07,2.180545230663427e-06,2.100872384137073e-06,6.833974295937729e-07,1.053403111013305e-05,1.0482040791315684e-05,1.8004859324397907e-06,1.9182348813752626e-06,1.8326061471914496e-06,5.907695428953474e-07,1.038739856975338e-05,1.0258760683555515e-05,1.7148315951156365e-06,-2.6231034928816455e-07,-2.243452892305039e-07,3.0693349071122007e-07,-1.4663254037966723e-07,-1.023401238835187e-07,1.2794124875033382e-06,-2.3356438136549817e-09,-1.9846019291157783e-09,2.7188427091075817e-09,-1.3060678574388034e-09,-8.996978948285253e-10,1.1600427838251902e-08
general,pixelate_1,25.992860630769844,22.799797050647605,16.64922803908877,9.211784749809562e-09,6.766972310945236e-09,9.387756105518376e-09,1.9794753667820342e-06,4.414553960917761e-07,6.675077406262196e-06,5.512140403850113e-10,3.2481428246397974e-10,8.306671134563023e-10,1.2052201543704933e-07,2.3890945864639663e-08,6.173076192196725e-07,2.180545230663427e-06,2.100872384137073e-06,6.833974295937729e-07,1.053403111013305e-05,1.0482040791315684e-05,1.8004859324397907e-06,2.1685430849466996e-06,2.0800458015524294e-06,6.826274221344953e-07,1.0531529845909824e-05,1.0502363204019461e-05,1.7783143669259864e-06,-1.200214571672757e-08,-1.0368437881931235e-08,4.334092764989006e-08,-2.501264223224631e-09,-8.320006153402252e-09,5.768312875946056e-07,-7.764339513737249e-10,-4.4464145310600243e-10,3.868092878789241e-09,6.007078146838349e-10,-3.7821675186336444e-10,4.703053527899079e-08
general,pixelate_10,60.93998860879961,61.447196536593964,18.684873277043508,6.406714444979098e-07,5.338819692334845e-07,4.60464637601375e-07,0.0001230690357021888,0.00010335010690684474,0.00010008556844135608,1.1617839704947985e-08,9.43648193874585e-09,9.649185986213489e-09,2.2535486413161494e-06,1.7088170003540082e-06,2.2631935008659526e-06,2.180545230663427e-06,2.100872384137073e-06,6.833974295937729e-07,1.053403111013305e-05,1.0482040791315684e-05,1.8004859324397907e-06,1.6365024142472246e-06,1.5738071528938285e-06,4.078310922992276e-07,8.779893591280197e-06,8.575660749518629e-06,1.6037125538979635e-06,-5.440428164162024e-07,-4.616056342371966e-07,5.527602308064467e-07,-1.7541375188528508e-06,-1.5371677807227722e-06,1.7478198089987809e-06,-1.0189169058403286e-08,-7.97268158075079e-09,1.1982995554333525e-08,-3.064282077102974e-08,-2.648779368532278e-08,3.416865318846632e-08
general,pixelate_2,36.638400189312385,34.47570249769423,18.198850224166367,5.149543651766988e-08,4.060490689247676e-08,4.9382482122462594e-08,1.6125315958830892e-05,3.192818381415578e-06,3.3075754972898696e-05,1.8047314355799354e-09,1.2206048222308878e-09,2.0311737352054203e-09,5.864111309292009e-07,1.0556190471464976e-07,1.7618274212031472e-06,2.180545230663427e-06,2.100872384137073e-06,6.833974295937729e-07,1.053403111013305e-05,1.0482040791315684e-05,1.8004859324397907e-06,2.11281367825339e-06,2.0335907596373376e-06,6.653185457373052e-07,1.0488221890058089e-05,1.0420521630894602e-05,1.7753901590771484e-06,-6.773155241003685e-08,-5.287802650599913e-08,1.5643511036521166e-07,-4.5809220074959564e-08,-4.3075315258821913e-08,1.0034500059380536e-06,-2.2513636115636693e-09,-1.5140656383610476e-09,6.425108506865369e-09,-1.445743553063199e-09,-1.2279894728914747e-09,5.152408492174744e-08
general,pixelate_3,43.28604996158977,41.86566458808051,18.65915236844162,1.8487038159315318e-07,1.4005245956970754e-07,1.6537473645682798e-07,5.0303413875835814e-05,1.7621441261322142e-05,6.911890891691566e-05,5.228411253637959e-09,3.4843216192732362e-09,5.623318105157623e-09,1.4334449554931788e-06,4.899586967699559e-07,2.7504110035392302e-06,2.180545230663427e-06,2.100872384137073e-06,6.833974295937729e-07,1.053403111013305e-05,1.0482040791315684e-05,1.8004859324397907e-06,1.981276043623706e-06,1.8981868288795134e-06,6.176344369314442e-07,1.0194507501634075e-05,1.0067940807996031e-05,1.7436089815679966e-06,-1.992691870397213e-07,-1.5154162236148545e-07,3.1169861797683945e-07,-3.3952360849897337e-07,-2.3019632263166543e-07,1.341028284619697e-06,-5.496500028063211e-09,-3.628427393778269e-09,1.0242763164542349e-08,-9.850997058679963e-09,-5.734880563121949e-09,4.5750497873009184e-08
general,pixelate_4,46.92069958328502,45.80495749579536,18.84064157097316,3.011671250244553e-07,2.3343220119724195e-07,2.420593683068437e-07,7.240941019027711e-05,3.927427714623185e-05,8.050164477036439e-05,7.753536215520586e-09,5.338040863672227e-09,7.848072851405702e-09,1.8446270881931893e-06,9.027110339748755e-07,2.79263227149564e-06,2.180545230663427e-06,2.100872384137073e-06,6.833974295937729e-07,1.053403111013305e-05,1.0482040791315684e-05,1.8004859324397907e-06,1.8522758584221724e-06,1.766545477245633e-06,5.565773886871387e-07,9.881844559893828e-06,9.745678634113952e-06,1.7508260514758745e-06,-3.28269372241255e-07,-2.6929655467796824e-07,3.880933028630231e-07,-6.521865502392216e-07,-4.834284463643702e-07,1.5243418088522718e-06,-8.378119132710082e-09,-5.924845199111939e-09,1.236063508443959e-08,-1.615424836000721e-08,-1.0263733743568057e-08,4.738067839224429e-08
general,pixelate_5,50.79729780514368,50.30435434977213,18.878244118610084,3.768957809660674e-07,2.942816128961691e-07,3.0717564766643357e-07,8.468110399975518e-05,5.246083837458259e-05,8.605993198491714e-05,8.662976682725137e-09,6.022632916530081e-09,8.302171347001695e-09,1.929103671531905e-06,1.0442644751868645e-06,2.5662042443304778e-06,2.180545230663427e-06,2.100872384137073e-06,6.833974295937729e-07,1.053403111013305e-05,1.0482040791315684e-05,1.8004859324397907e-06,1.781953067833912e-06,1.7035670877130912e-06,5.217477525861199e-07,9.69579279810217e-06,9.529424092778393e-06,1.7119352355629719e-06,-3.9859216282951507e-07,-3.2911120907959236e-07,4.3134961119123164e-07,-8.382383120308781e-07,-6.555959163017692e-07,1.5622322070082667e-06,-9.101312778790884e-09,-6.792724469781217e-09,1.177603297835683e-08,-1.850949262673075e-08,-1.2569945964476875e-08,4.310068038299846e-08
general,pixelate_6,53.391268174760924,52.84973483615451,18.880168244989648,4.366652076925094e-07,3.4011564782360983e-07,3.6214549727340383e-07,9.383268338033858e-05,6.018524349001056e-05,9.061156456516246e-05,9.436313966917787e-09,6.722840705928593e-09,9.271024882409781e-09,2.0147080881769533e-06,1.2289236221376788e-06,2.5193912062313993e-06,2.180545230663427e-06,2.100872384137073e-06,6.833974295937729e-07,1.053403111013305e-05,1.0482040791315684e-05,1.8004859324397907e-06,1.7444964148682326e-06,1.6657075540877423e-06,4.973601661512397e-07,9.4535164991874e-06,9.34696033183066e-06,1.6552990734016634e-06,-4.360488157951945e-07,-3.5763049796441113e-07,4.537012222745554e-07,-1.0805146109456495e-06,-8.445348435689126e-07,1.600066733379622e-06,-9.490453957714167e-09,-7.0467707067946045e-09,1.1871187367846389e-08,-2.2272504984572934e-08,-1.6155247949354366e-08,3.9367849915644985e-08
general,pixelate_7,55.75354431810712,55.656439039442276,18.85174924463755,4.985338637838581e-07,3.863925725536089e-07,4.0412592140982094e-07,0.00010298031424140324,7.254011924401673e-05,9.438224681292014e-05,1.0151647637425154e-08,7.318573686316698e-09,9.518193832442262e-09,2.099852879382079e-06,1.335599193682569e-06,2.456555111116886e-06,2.180545230663427e-06,2.100872384137073e-06,6.833974295937729e-07,1.053403111013305e-05,1.0482040791315684e-05,1.8004859324397907e-06,1.6901714378510707e-06,1.6153765279243547e-06,4.5998859148135644e-07,9.242179603865597e-06,9.092233481284367e-06,1.630139948977258e-06,-4.903737928123564e-07,-4.0702022065734855e-07,4.865238836278516e-07,-1.2918515062674508e-06,-1.0696517479075379e-06,1.6631756481963359e-06,-1.0220638668338845e-08,-7.675515984517396e-09,1.2264188482417456e-08,-2.509221244876281e-08,-1.960137880550638e-08,3.84726663312024e-08
general,pixelate_8,57.250868286531215,57.28384526570638,18.89414264512188,5.476073697626738e-07,4.345468827591499e-07,4.2285659594655805e-07,0.00010941184390389245,8.195178728728804e-05,9.647892333699031e-05,1.0779888666589865e-08,8.126743408436766e-09,9.891784037715256e-09,2.1618446101193563e-06,1.4491550129697791e-06,2.3848113737901133e-06,2.180545230663427e-06,2.100872384137073e-06,6.833974295937729e-07,1.053403111013305e-05,1.0482040791315684e-05,1.8004859324397907e-06,1.671937495647017e-06,1.6083106672045821e-06,4.32878630298788e-07,9.078920495858105e-06,8.887466109382866e-06,1.6375583604343307e-06,-5.086077350164104e-07,-4.4281712889465536e-07,5.113546565761688e-07,-1.4551106142749446e-06,-1.2528425993184134e-06,1.661832645418997e-06,-1.0295284583307047e-08,-8.137876267818082e-09,1.2301804714062324e-08,-2.7687764569551648e-08,-2.3407158938598062e-08,3.8310345624283576e-08
general,pixelate_9,59.51956611543001,60.042486426305516,18.7597114859428,6.020574652956052e-07,4.837846090554406e-07,4.4938118184470595e-07,0.00011747969598324705,8.879394917879122e-05,9.955362358767522e-05,1.1268591649124905e-08,8.753466176005595e-09,9.923589601119387e-09,2.2231454584581774e-06,1.5732183958184252e-06,2.3565835035759e-06,2.180545230663427e-06,2.100872384137073e-06,6.833974295937729e-07,1.053403111013305e-05,1.0482040791315684e-05,1.8004859324397907e-06,1.6441451248718327e-06,1.5839143099449035e-06,4.1834646785873294e-07,8.914280470422989e-06,8.744887773037566e-06,1.6182582170519369e-06,-5.364001057915945e-07,-4.668965722110988e-07,5.363362080751569e-07,-1.6197506397100602e-06,-1.399227513697382e-06,1.7488716516422452e-06,-1.0263313677069056e-08,-8.16421783840339e-09,1.2011545588402571e-08,-2.9120765714301635e-08,-2.4281165832938425e-08,3.5921463797618514e-08
general,row_shift_1,17.654854392462546,13.521737416585287,17.497285388198165,2.1126091636946746e-08,1.598733721786764e-08,1.8699878289199825e-08,4.682484661951764e-06,8.938160061366922e-07,1.5053023397534759e-05,2.1735312676803727e-09,1.2248181025811277e-09,3.1894612446452515e-09,4.6603355692327616e-07,7.737778381731518e-08,2.113414310785209e-06,2.180545230663427e-06,2.100872384137073e-06,6.833974295937729e-07,1.053403111013305e-05,1.0482040791315684e-05,1.8004859324397907e-06,2.1829194636213163e-06,2.0962866914611915e-06,6.838679876578188e-07,1.0533981824110066e-05,1.0507624385368188e-05,1.807374311822367e-06,2.3742329578896244e-09,3.662810186668747e-09,7.480430987826203e-08,-4.928602298298514e-11,-1.739662554203414e-08,7.354594202255422e-07,-3.6820550338124383e-10,1.7306130996622876e-10,1.3390123516038383e-08,-3.914859423348007e-09,-9.267935185508363e-10,1.1776960836757304e-07
general,row_shift_10,54.955364947442725,53.81674321492513,19.32172453025968,4.630867324839593e-07,3.618493359542311e-07,3.742303739717998e-07,9.234661487538763e-05,5.761075498037133e-05,8.995574521666411e-05,9.436951229072417e-09,6.962951768358265e-09,8.345106622694035e-09,1.9130133381425633e-06,1.0844300900257702e-06,2.224342598622792e-06,2.180545230663427e-06,2.100872384137073e-06,6.833974295937729e-07,1.053403111013305e-05,1.0482040791315684e-05,1.8004859324397907e-06,1.9018801334268824e-06,1.8207069882477613e-06,5.530533999204205e-07,9.648241538039081e-06,9.457181195215725e-06,1.7770574475656052e-06,-2.7866509723654475e-07,-2.0524488546172003e-07,4.830938256636069e-07,-8.857895720939672e-07,-6.712281974176128e-07,1.6742734464158979e-06,-5.862106269963329e-09,-3.974699509802397e-09,1.1031105785945436e-08,-1.794487324911239e-08,-1.2284858328062928e-08,3.82506021908478e-08
general,row_shift_2,30.339704201500567,26.572251096325896,19.061606429137427,8.097673845245656e-08,6.278275642648026e-08,6.498596651086425e-08,2.042687428739825e-05,4.6804968694739165e-06,3.9335011314932066e-05,3.794835135949425e-09,2.467343778119e-09,4.308757739602342e-09,8.942109854421675e-07,1.9109298106739115e-07,2.070303880004556e-06,2.180545230663427e-06,2.100872384137073e-06,6.833974295937729e-07,1.053403111013305e-05,1.0482040791315684e-05,1.8004859324397907e-06,2.167619147975324e-06,2.076188249182294e-06,6.728697293714709e-07,1.0427239097064904e-05,1.0367245857396952e-05,1.765294621504885e-06,-1.2926082688103322e-08,-5.450743590065102e-09,1.812993720955236e-07,-1.0679201306814359e-07,-5.1821857429477954e-08,1.0669405186495647e-06,-8.453364149650532e-10,-2.0217142342910828e-10,1.1681623022713811e-08,-6.7463679410587205e-09,-1.7872164927685361e-09,6.363161557156097e-08
general,row_shift_3,37.128578388769625,34.05032875899869,19.508189251609476,1.6186631664150923e-07,1.2446753571113107e-07,1.4901908006466278e-07,4.08206731904667e-05,1.315773922559437e-05,6.0260905336010345e-05,5.6332737107287495e-09,3.7172276136202075e-09,6.2023838952975186e-09,1.3850695489334036e-06,3.932489477720803e-07,2.519907563474061e-06,2.180545230663427e-06,2.100872384137073e-06,6.833974295937729e-07,1.053403111013305e-05,1.0482040791315684e-05,1.8004859324397907e-06,2.1218941445126835e-06,2.044593458974351e-06,6.475650847364966e-07,1.030116852053842e-05,1.0236006611067328e-05,1.7592491212090181e-06,-5.865108615074352e-08,-3.59041516997198e-08,2.6659478661325784e-07,-2.32862589594628e-07,-1.4308854375423795e-07,1.2249213879259386e-06,-2.1917660928919813e-09,-1.0403035375554731e-09,1.1832878857938538e-08,-9.308340779998643e-09,-3.757370581491101e-09,4.8624491058606805e-08
general,row_shift_4,41.71200405999111,38.9789670308431,19.648507679969804,2.3379088434927452e-07,1.7552983241375525e-07,2.0872095089981346e-07,5.3649755906005705e-05,2.0520300638214478e-05,7.298320257171796e-05,6.919698615020365e-09,4.864313016139417e-09,6.990594892655215e-09,1.5681062965887856e-06,5.27065639734273e-07,2.4823454718584444e-06,2.180545230663427e-06,2.100872384137073e-06,6.833974295937729e-07,1.053403111013305e-05,1.0482040791315684e-05,1.8004859324397907e-06,2.078197170023788e-06,1.9810825297430165e-06,6.27111637187951e-07,1.0160479779078668e-05,1.0032059500727658e-05,1.7578013888645975e-06,-1.023480606396389e-07,-7.412313692369274e-08,3.2223072645654804e-07,-3.735513310543805e-07,-2.1931404168014222e-07,1.3073851416769377e-06,-3.245833399017442e-09,-1.887564360605375e-09,1.194929032617836e-08,-1.0916009755141302e-08,-5.280948998371809e-09,4.607191461312817e-08
general,row_shift_5,45.073777004455344,42.85662290785048,19.667844508948473,2.90234301136931e-07,2.198970926235318e-07,2.5946365227799826e-07,6.373009789602286e-05,2.859826322244757e-05,7.671959938752007e-05,7.739876799993383e-09,5.583381767113629e-09,7.81855374116706e-09,1.7026990366362165e-06,7.166010305983282e-07,2.407276182974065e-06,2.180545230663427e-06,2.100872384137073e-06,6.833974295937729e-07,1.053403111013305e-05,1.0482040791315684e-05,1.8004859324397907e-06,2.0362480658204783e-06,1.9436354649833924e-06,6.086110284482551e-07,1.0019128919523303e-05,9.902534469722944e-06,1.7647657055876761e-06,-1.4429716484294884e-07,-1.111854775994533e-07,3.639265674210799e-07,-5.149021906097468e-07,-3.2296036944215526e-07,1.4253514925220738e-06,-4.00001197258833e-09,-2.457794767765375e-09,1.1555473869913994e-08,-1.4368144580723687e-08,-6.876371811913063e-09,4.543788086247701e-08
general,row_shift_6,47.788442075781134,45.881661500274525,19.634366993697682,3.4425446465834796e-07,2.5362904250983887e-07,3.06977675226765e-07,7.172794980097925e-05,3.6085016099092156e-05,8.321458199782201e-05,8.423302905609495e-09,5.9510546483171365e-09,8.244354013378662e-09,1.7528809212430878e-06,7.899014993030418e-07,2.352258164363399e-06,2.180545230663427e-06,2.100872384137073e-06,6.833974295937729e-07,1.053403111013305e-05,1.0482040791315684e-05,1.8004859324397907e-06,2.0036608441631083e-06,1.9061291497935913e-06,5.948864615400818e-07,9.88681602510644e-06,9.781292607249123e-06,1.7732918157374263e-06,-1.7688438650031863e-07,-1.4150324803823694e-07,3.982641843522763e-07,-6.472150850266091e-07,-4.6165405637546043e-07,1.4890388887329123e-06,-4.4937917041577234e-09,-2.977802886419508e-09,1.10915339761258e-08,-1.5938177849279537e-08,-9.672124936179246e-09,4.030669739820273e-08
general,row_shift_7,49.98013595054801,48.31547782454856,19.59978868735905,3.7727450932402667e-07,2.84766374263205e-07,3.1812595995138795e-07,7.821460004976661e-05,4.074979982455554e-05,8.561793133492401e-05,8.751682613383024e-09,6.303990428687304e-09,8.58577821104797e-09,1.8068771409271156e-06,9.146597557976453e-07,2.2711264390129846e-06,2.180545230663427e-06,2.100872384137073e-06,6.833974295937729e-07,1.053403111013305e-05,1.0482040791315684e-05,1.8004859324397907e-06,1.975844616042069e-06,1.8702725787977212e-06,5.895469391979638e-07,9.842739389038365e-06,9.671892028936917e-06,1.7882576857249054e-06,-2.047006146213578e-07,-1.6023517893917816e-07,4.2172997057461466e-07,-6.912917210946837e-07,-5.556091286357765e-07,1.5196480290478382e-06,-4.895112942898177e-09,-3.1694031633002e-09,1.1219341030954906e-08,-1.544934847332164e-08,-1.1259213456153136e-08,4.350475798184635e-08
general,row_shift_8,51.88479697973858,50.55626220107369,19.474964132395286,4.112315141275725e-07,3.133648059436118e-07,3.473669604770832e-07,8.346255635001218e-05,4.766093836239767e-05,8.654469695206545e-05,9.050630689301639e-09,6.5838261086621274e-09,8.473104416490591e-09,1.8424473400297187e-06,1.0134576615193017e-06,2.2599054506120146e-06,2.180545230663427e-06,2.100872384137073e-06,6.833974295937729e-07,1.053403111013305e-05,1.0482040791315684e-05,1.8004859324397907e-06,1.945130022942642e-06,1.8436191538405457e-06,5.629492342407655e-07,9.73643703916699e-06,9.58130649742248e-06,1.742618953002885e-06,-2.354152077207851e-07,-1.6823611775094931e-07,4.473725327198598e-07,-7.975940709660595e-07,-5.823520958086066e-07,1.566518302230031e-06,-5.28803757378583e-09,-3.461481827897452e-09,1.1059299593702812e-08,-1.723245750817633e-08,-1.1907087940780383e-08,3.8927685226619766e-08
